Country,WHOREGION,FLUREGION,Year,Week,SDATE,EDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BYAMAGATA,BVICTORIA,BNOTDETERMINED,INF_B,ALL_INF,ALL_INF2,TITLE
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,27,2010-07-05,2010-07-11,171,171,0,13,1,0,0,14,0,0,0,0,14,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,28,2010-07-12,2010-07-18,177,177,0,14,0,0,0,14,0,0,1,1,15,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,29,2010-07-19,2010-07-25,201,201,0,13,1,0,1,15,0,0,0,0,15,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,30,2010-07-26,2010-08-01,247,247,0,26,3,0,0,29,0,0,2,2,31,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,31,2010-08-02,2010-08-08,295,295,0,29,4,0,1,34,0,0,5,5,39,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,32,2010-08-09,2010-08-15,265,265,0,20,2,0,1,23,0,0,21,21,44,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,33,2010-08-16,2010-08-22,273,273,0,36,4,0,0,40,0,0,20,20,60,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,34,2010-08-23,2010-08-29,297,297,0,49,2,0,1,52,0,0,12,12,64,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,35,2010-08-30,2010-09-05,294,294,0,51,5,0,2,58,0,0,20,20,78,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,36,2010-09-06,2010-09-12,344,344,0,47,3,0,0,50,0,0,27,27,77,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,37,2010-09-13,2010-09-19,318,318,0,30,4,0,0,34,0,0,22,22,56,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,38,2010-09-20,2010-09-26,409,409,0,62,2,0,0,64,0,0,41,41,105,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,39,2010-09-27,2010-10-03,413,413,0,46,3,0,1,50,0,0,42,42,92,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,40,2010-10-04,2010-10-10,384,384,0,41,17,0,3,61,0,0,36,36,97,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,41,2010-10-11,2010-10-17,337,337,0,20,5,0,0,25,0,0,27,27,52,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,42,2010-10-18,2010-10-24,300,300,0,25,4,0,0,29,0,0,21,21,50,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,43,2010-10-25,2010-10-31,342,342,0,26,1,0,1,28,0,0,26,26,54,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,44,2010-11-01,2010-11-07,253,253,0,18,1,0,0,19,0,0,28,28,47,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,45,2010-11-08,2010-11-14,155,155,0,11,2,0,0,13,0,0,16,16,29,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,46,2010-11-15,2010-11-21,162,162,0,5,1,0,0,6,0,0,8,8,14,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,47,2010-11-22,2010-11-28,142,142,0,5,8,0,0,13,0,0,10,10,23,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,48,2010-11-29,2010-12-05,118,118,0,3,3,0,0,6,0,0,13,13,19,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,49,2010-12-06,2010-12-12,98,98,0,3,2,0,0,5,0,0,15,15,20,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,50,2010-12-13,2010-12-19,128,128,0,2,5,0,1,8,0,0,15,15,23,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,51,2010-12-20,2010-12-26,123,123,0,4,9,0,0,13,0,0,16,16,29,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2010,52,2010-12-27,2011-01-02,86,86,0,3,12,0,0,15,0,0,10,10,25,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,1,2011-01-03,2011-01-09,217,217,0,3,11,0,0,14,0,0,7,7,21,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,2,2011-01-10,2011-01-16,210,210,0,7,7,0,0,14,0,0,4,4,18,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,3,2011-01-17,2011-01-23,215,215,0,3,12,0,0,15,0,0,7,7,22,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,4,2011-01-24,2011-01-30,170,170,0,3,5,0,1,9,0,0,0,0,9,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,5,2011-01-31,2011-02-06,201,201,0,3,13,0,0,16,0,0,0,0,16,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,6,2011-02-07,2011-02-13,210,210,0,1,17,0,0,18,0,0,1,1,19,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,7,2011-02-14,2011-02-20,250,250,0,11,10,0,0,21,0,0,1,1,22,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,8,2011-02-21,2011-02-27,262,262,0,5,29,0,0,34,0,0,1,1,35,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,9,2011-02-28,2011-03-06,310,310,0,5,17,0,0,22,0,0,1,1,23,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,10,2011-03-07,2011-03-13,277,277,0,4,28,0,0,32,0,0,2,2,34,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,11,2011-03-14,2011-03-20,238,238,0,1,15,0,0,16,0,0,2,2,18,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,12,2011-03-21,2011-03-27,237,237,0,1,10,0,0,11,0,0,1,1,12,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,13,2011-03-28,2011-04-03,264,264,0,4,10,0,1,15,0,0,2,2,17,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,14,2011-04-04,2011-04-10,234,234,0,1,6,0,0,7,0,0,0,0,7,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,15,2011-04-11,2011-04-17,257,257,0,0,8,0,0,8,0,0,2,2,10,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,16,2011-04-18,2011-04-24,229,229,0,2,5,0,0,7,0,0,2,2,9,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,17,2011-04-25,2011-05-01,208,208,0,1,1,0,1,3,0,0,1,1,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,18,2011-05-02,2011-05-08,213,213,1,2,1,0,1,5,0,0,2,2,7,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,19,2011-05-09,2011-05-15,274,274,0,1,1,0,0,2,0,0,0,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,20,2011-05-16,2011-05-22,258,258,0,2,3,0,0,5,0,0,0,0,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,21,2011-05-23,2011-05-29,339,339,0,1,4,0,1,6,0,0,0,0,6,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,22,2011-05-30,2011-06-05,348,348,0,1,0,0,0,1,0,0,1,1,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,23,2011-06-06,2011-06-12,259,259,0,3,0,0,0,3,0,0,2,2,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,24,2011-06-13,2011-06-19,489,489,0,7,0,0,0,7,0,0,3,3,10,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,25,2011-06-20,2011-06-26,500,500,0,11,5,0,4,20,0,0,9,9,29,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,26,2011-06-27,2011-07-03,521,521,0,11,3,0,3,17,0,0,6,6,23,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,27,2011-07-04,2011-07-10,554,554,0,16,5,0,5,26,0,0,12,12,38,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,28,2011-07-11,2011-07-17,596,596,0,46,8,0,0,54,0,0,9,9,63,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,29,2011-07-18,2011-07-24,693,693,0,42,15,0,0,57,0,0,19,19,76,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,30,2011-07-25,2011-07-31,697,697,0,60,18,0,3,81,0,0,9,9,90,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,31,2011-08-01,2011-08-07,747,747,0,49,17,0,0,66,0,0,25,25,91,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,32,2011-08-08,2011-08-14,844,844,0,67,32,0,0,99,0,0,33,33,132,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,33,2011-08-15,2011-08-21,903,903,0,58,22,0,1,81,0,0,26,26,107,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,34,2011-08-22,2011-08-28,796,796,0,51,47,0,3,101,0,0,33,33,134,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,35,2011-08-29,2011-09-04,928,928,0,61,32,0,0,93,0,0,26,26,119,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,36,2011-09-05,2011-09-11,850,850,0,47,51,0,3,101,0,0,29,29,130,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,37,2011-09-12,2011-09-18,809,809,0,46,41,0,4,91,0,0,22,22,113,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,38,2011-09-19,2011-09-25,823,823,0,57,40,0,4,101,0,0,13,13,114,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,39,2011-09-26,2011-10-02,786,786,0,47,35,0,5,87,0,0,19,19,106,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,40,2011-10-03,2011-10-09,684,684,0,20,48,0,0,68,0,0,9,9,77,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,41,2011-10-10,2011-10-16,602,602,0,16,40,0,0,56,0,0,11,11,67,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,42,2011-10-17,2011-10-23,499,499,0,14,14,0,0,28,0,0,5,5,33,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,43,2011-10-24,2011-10-30,468,468,0,2,8,0,0,10,0,0,3,3,13,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,44,2011-10-31,2011-11-06,452,452,0,4,9,0,0,13,0,0,4,4,17,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,45,2011-11-07,2011-11-13,373,373,0,0,18,0,0,18,0,0,2,2,20,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,46,2011-11-14,2011-11-20,410,410,0,0,14,0,1,15,0,0,7,7,22,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,47,2011-11-21,2011-11-27,386,386,0,1,12,0,1,14,0,0,5,5,19,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,48,2011-11-28,2011-12-04,334,334,0,0,14,0,0,14,0,0,5,5,19,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,49,2011-12-05,2011-12-11,311,311,0,0,14,0,0,14,0,0,2,2,16,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,50,2011-12-12,2011-12-18,257,257,0,0,7,0,0,7,0,0,0,0,7,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,51,2011-12-19,2011-12-25,188,188,0,1,1,0,0,2,0,0,1,1,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2011,52,2011-12-26,2012-01-01,281,281,0,0,25,0,0,25,0,0,4,4,29,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,1,2012-01-02,2012-01-08,285,285,0,0,4,0,0,4,0,0,3,3,7,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,2,2012-01-09,2012-01-15,278,224,0,0,4,0,0,4,0,0,1,1,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,3,2012-01-16,2012-01-22,259,259,0,0,13,0,0,13,0,0,8,8,21,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,4,2012-01-23,2012-01-29,198,198,0,2,3,0,1,6,0,0,5,5,11,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,5,2012-01-30,2012-02-05,233,233,0,0,3,0,0,3,0,0,2,2,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,6,2012-02-06,2012-02-12,282,282,0,0,1,0,0,1,0,0,7,7,8,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,7,2012-02-13,2012-02-19,290,290,0,2,0,0,0,2,0,0,10,10,12,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,8,2012-02-20,2012-02-26,279,279,0,1,3,0,0,4,0,0,9,9,13,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,9,2012-02-27,2012-03-04,346,346,0,2,4,0,0,6,0,0,13,13,19,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,10,2012-03-05,2012-03-11,338,338,0,0,4,0,0,4,0,0,10,10,14,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,11,2012-03-12,2012-03-18,377,377,0,2,10,0,0,12,0,0,19,19,31,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,12,2012-03-19,2012-03-25,354,354,0,0,9,0,0,9,0,0,12,12,21,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,13,2012-03-26,2012-04-01,344,344,0,0,14,0,0,14,0,0,8,8,22,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,14,2012-04-02,2012-04-08,330,330,0,0,7,0,1,8,0,0,5,5,13,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,15,2012-04-09,2012-04-15,341,341,0,3,6,0,0,9,0,0,6,6,15,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,16,2012-04-16,2012-04-22,398,398,0,3,13,0,0,16,0,0,4,4,20,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,17,2012-04-23,2012-04-29,345,345,0,1,12,0,0,13,0,0,4,4,17,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,18,2012-04-30,2012-05-06,403,403,0,1,13,0,0,14,0,0,10,10,24,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,19,2012-05-07,2012-05-13,422,422,0,1,11,0,0,12,0,0,7,7,19,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,20,2012-05-14,2012-05-20,508,508,0,2,13,0,0,15,0,0,12,12,27,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,21,2012-05-21,2012-05-27,562,562,0,1,26,0,0,27,0,0,11,11,38,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,22,2012-05-28,2012-06-03,678,678,0,2,28,0,3,33,0,0,8,8,41,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,23,2012-06-04,2012-06-10,583,583,0,1,39,0,16,56,0,0,18,18,74,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,24,2012-06-11,2012-06-17,630,630,0,1,63,0,31,95,0,0,23,23,118,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,25,2012-06-18,2012-06-24,826,826,0,2,79,0,14,95,0,0,30,30,125,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,26,2012-06-25,2012-07-01,898,898,0,5,175,0,2,182,0,0,72,72,254,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,27,2012-07-02,2012-07-08,1029,1029,0,11,250,0,3,264,0,0,90,90,354,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,28,2012-07-09,2012-07-15,1388,1388,0,4,306,0,0,310,0,17,112,129,439,,Widespread Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,29,2012-07-16,2012-07-22,1294,1294,0,7,272,0,1,280,0,0,111,111,391,,Widespread Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,30,2012-07-23,2012-07-29,1208,1208,0,5,304,0,2,311,0,0,122,122,433,,Widespread Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,31,2012-07-30,2012-08-05,1309,1309,0,9,308,0,1,318,0,0,117,117,435,,Widespread Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,32,2012-08-06,2012-08-12,1232,1232,0,6,268,0,0,274,105,0,9,114,388,,Widespread Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,33,2012-08-13,2012-08-19,1168,1168,0,3,291,0,1,295,0,0,90,90,385,,Widespread Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,34,2012-08-20,2012-08-26,1184,1184,0,6,180,0,1,187,0,0,100,100,287,,Widespread Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,35,2012-08-27,2012-09-02,936,936,0,4,148,0,1,153,0,0,97,97,250,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,36,2012-09-03,2012-09-09,952,952,0,1,88,0,0,89,0,0,50,50,139,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,37,2012-09-10,2012-09-16,816,816,0,2,61,0,0,63,0,0,46,46,109,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,38,2012-09-17,2012-09-23,580,580,0,0,43,0,1,44,0,0,28,28,72,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,39,2012-09-24,2012-09-30,556,556,0,0,15,0,2,17,0,0,15,15,32,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,40,2012-10-01,2012-10-07,474,474,0,0,12,0,0,12,0,0,12,12,24,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,41,2012-10-08,2012-10-14,450,450,0,2,8,0,0,10,0,0,7,7,17,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,42,2012-10-15,2012-10-21,448,448,0,0,9,0,0,9,0,0,6,6,15,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,43,2012-10-22,2012-10-28,374,374,0,0,4,0,0,4,0,0,3,3,7,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,44,2012-10-29,2012-11-04,326,326,0,0,0,0,0,0,0,0,2,2,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,45,2012-11-05,2012-11-11,365,365,0,0,8,0,2,10,0,0,3,3,13,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,46,2012-11-12,2012-11-18,385,385,0,1,8,0,1,10,0,0,1,1,11,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,47,2012-11-19,2012-11-25,361,361,0,0,0,0,0,0,0,0,2,2,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,48,2012-11-26,2012-12-02,323,323,0,2,1,0,0,3,0,0,1,1,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,49,2012-12-03,2012-12-09,364,364,0,3,4,0,0,7,0,0,0,0,7,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,50,2012-12-10,2012-12-16,294,294,0,0,1,0,1,2,0,0,0,0,2,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,51,2012-12-17,2012-12-23,263,263,0,2,1,0,0,3,0,0,2,2,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2012,52,2012-12-24,2012-12-30,206,206,0,1,0,0,0,1,0,0,0,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,1,2012-12-31,2013-01-06,302,161,0,2,3,0,0,5,0,0,3,3,8,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,2,2013-01-07,2013-01-13,190,190,0,5,2,0,1,8,0,0,5,5,13,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,3,2013-01-14,2013-01-20,188,188,0,3,7,0,1,11,0,0,6,6,17,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,4,2013-01-21,2013-01-27,186,186,0,3,8,0,0,11,0,0,4,4,15,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,5,2013-01-28,2013-02-03,198,198,0,4,6,0,0,10,0,0,3,3,13,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,6,2013-02-04,2013-02-10,216,216,0,3,11,0,1,15,0,0,3,3,18,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,7,2013-02-11,2013-02-17,215,215,0,6,9,0,0,15,0,0,2,2,17,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,8,2013-02-18,2013-02-24,250,250,0,1,7,0,0,8,0,0,2,2,10,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,9,2013-02-25,2013-03-03,262,262,0,1,13,0,1,15,0,0,1,1,16,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,10,2013-03-04,2013-03-10,275,275,0,2,6,0,0,8,0,0,7,7,15,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,11,2013-03-11,2013-03-17,306,306,0,11,7,0,0,18,0,0,3,3,21,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,12,2013-03-18,2013-03-24,332,332,0,18,7,0,0,25,0,0,2,2,27,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,13,2013-03-25,2013-03-31,260,260,0,3,7,0,0,10,0,0,0,0,10,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,14,2013-04-01,2013-04-07,256,256,0,1,4,0,1,6,0,0,2,2,8,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,15,2013-04-08,2013-04-14,294,294,0,2,2,0,0,4,0,0,1,1,5,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,16,2013-04-15,2013-04-21,276,276,0,2,2,0,0,4,0,0,0,0,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,17,2013-04-22,2013-04-28,306,306,0,2,1,0,0,3,0,0,0,0,3,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,18,2013-04-29,2013-05-05,297,297,0,0,1,0,0,1,0,0,0,0,1,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,19,2013-05-06,2013-05-12,288,288,0,1,1,0,0,2,0,0,2,2,4,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,20,2013-05-13,2013-05-19,289,289,0,0,4,0,0,4,0,0,3,3,7,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,21,2013-05-20,2013-05-26,388,388,0,1,7,0,1,9,0,0,1,1,10,,Sporadic
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,22,2013-05-27,2013-06-02,344,344,0,1,3,0,1,5,0,0,0,0,5,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,23,2013-06-03,2013-06-09,326,326,0,4,4,0,0,8,0,0,1,1,9,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,24,2013-06-10,2013-06-16,400,400,0,1,3,0,0,4,0,0,3,3,7,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,25,2013-06-17,2013-06-23,335,335,0,0,4,0,0,4,0,0,1,1,5,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,26,2013-06-24,2013-06-30,380,380,0,2,5,0,0,7,0,0,3,3,10,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,27,2013-07-01,2013-07-07,454,454,0,5,16,0,2,23,0,0,6,6,29,,Local Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,28,2013-07-08,2013-07-14,459,459,0,7,19,0,0,26,0,0,10,10,36,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,29,2013-07-15,2013-07-21,509,509,0,7,40,0,1,48,0,0,20,20,68,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,30,2013-07-22,2013-07-28,516,516,0,8,28,0,1,37,0,0,8,8,45,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,31,2013-07-29,2013-08-04,540,540,0,12,58,0,1,71,0,0,10,10,81,,Regional Outbreak
Australia,Western Pacific Region of WHO,Oceania Melanesia Polynesia,2013,32,2013-08-05,2013-08-11,573,573,0,21,65,0,1,87,0,0,17,17,104,,Widespread Outbreak
